str_1164|Dummy first line
str_id_4095|我 听 说 你 从 属 于 我 的 {s51} 村 的 村 民 们 手 中 偷 走 了 不 少 牲 口，如 果 你 敢 再 烦 的 话，我 发 誓 我 会 把 你 像 鱼 一 样 挂 起 来！
str_id_4096|我 听 说 你 从 属 于 我 的 {s51} 村 的 村 民 们 手 中 偷 走 了 不 少 牲 口，这 种 行 为 极 大 的 损 害 了 我 们 的 友 谊。
str_id_4097|我 听 说 你 从 属 于 我 的 {s51} 村 的 村 民 们 手 中 偷 走 了 不 少 牲 口，如 果 你 不 停 止 这 种 行 径，我 们 将 不 得 不 对 你 展 开 攻 击。
str_id_4098|你 在 我 的 {s51} 村 庄 抢 夺 我 的 租 户，我 认 为 这 是 对 我 个 人 的 侮 辱。
str_id_4099|你 竟 然 在 我 保 护 下 的 {s51} 村 庄 屠 杀 无 辜 的 平 民。我 来 是 为 你 犯 下 的 严 重 罪 行 为 惩 罚 你。
str_id_4100|我 听 说 你 在 我 的 {s51} 村 庄，抢 夺 我 租 户 的 口 粮。我 不 在 乎 让 你 拿 走 点 东 西，但 是 记 住，我 也 是 那 些 村 民 的 申 诉 对 象。
str_id_4101|我 听 说 你 在 我 的 {s51} 村 庄 强 行 征 粮。我 相 信 如 果 不 是 迫 不 得 已 你 是 不 会 这 么 做 的。
str_id_4102|你 在 我 的 {s51} 村 庄 强 行 征 粮。如 果 你 再 这 样，我 们 真 的 会 打 起 来。
str_id_4103|我 们 不 是 敌 人，{playername}。我 劝 你 不 要 再 抢 劫 我 的 村 庄 了，明 白 嘛！
str_id_4104|抢 劫 {s51} 的 村 民 是 弱 者 的 行 为，关 于 你 做 的 一 切 我 只 想 说：真 是 弱 爆 了。
str_id_4105|当 看 到 某 个 认 识 的 人 抢 劫 我 的 村 民，这 让 我 感 觉 很 糟。我 可 能 被 迫 作 出 反 应，尤 其 是 当 我 受 到 挑 战 时。我 希 望 你 不 会 那 样 做。
str_id_4106|你 想 针 对 我 就 明 说，抢 劫 {s51} 村 证 明 不 了 什 么。你 如 果 想 从 我 这 得 到 好 处，就 要 做 好 被 我 粉 碎 的 准 备。
str_id_4107|你 竟 然 想 对 我 保 护 下 的 商 队 下 手，看 来 你 的 盗 匪 生 涯 就 要 结 束 了。
str_id_4108|你 竟 然 想 对 我 保 护 下 的 商 队 下 手，这 种 行 为 必 须 结 束 了。
str_id_4109|我 听 说 你 在 我 的 {s51} 村 庄 行 善。作 为 领 主 和 保 护 者 我 却 忽 略 了 自 己 的 责 任，非 常 感 激 你 为 我 做 的 这 些。
str_id_4110|我 听 说 你 在 我 的 {s51} 村 庄 行 善。我 想 你 的 意 图 是 好 的，但 我 不 想 你 再 这 样 随 意 损 害 我 的 威 信。
str_id_4111|我 听 说 你 在 我 的 {s51} 村 庄 行 善。我 不 反 对 你 对 他 们 提 供 帮 助。
str_id_4112|我 听 说 你 在 我 的 {s51} 村 庄 行 善。看 你 在 我 的 附 庸 民 中 间 赚 取 好 感 真 是 有 趣，不 过 我 劝 你 还 是 去 忙 你 自 己 的 事 情 吧。
str_id_4113|我 听 说 你 在 我 的 {s51} 村 庄 行 善。作 为 领 主 和 保 护 者，那 些 是 我 的 责 任。世 道 艰 难，我 也 认 为 你 的 意 图 是 好 的，但 你 这 样 还 是 在 损 害 我 的 威 信。我 要 谢 谢 你，并 请 你 别 管 他 们。
str_id_4114|我 听 说 你 在 我 的 {s51} 村 庄 行 善。世 道 艰 难，我 也 认 为 你 的 意 图 是 好 的，但 别 养 成 这 样 的 习 惯。作 为 领 主 和 保 护 者，我 不 想 让 他 们 去 盼 望 一 个 陌 生 人 的 帮 助。
str_id_4115|我 听 说 你 帮 助 了 {s51} 的 村 民。想 必 你 是 想 赢 得 我 的 青 睐。若 真 想 讨 我 欢 心，下 次 就 来 帮 我 洗 劫 一 座 城 市—— 那 可 有 效 得 多。
str_id_4116|你 不 会 后 悔 决 定 把 {s51} 封 给 我。我 会 替 你 保 护 它。
str_id_4117|我 听 说 你 围 攻 并 夺 下 了 {s51}，而 且 没 留 下 一 个 活 口。好 极 了—— 至 少 不 会 有 人 把 你 在 那 里 做 过 的 事 传 出 去。
str_id_4118|我 听 说 你 在 {s51} 撕 碎 了 守 军，把 他 们 砸 得 不 成 人 形。干 得 漂 亮！
str_id_4119|夺 下 {s51} 可 是 一 桩 壮 举。看 来 你 的 本 事 比 我 原 先 以 为 的 更 大。
str_id_4120|听 说 你 夺 下 了 {s51}。那 里 的 寡 妇 们 往 后 还 得 为 你 斟 酒—— 想 必 这 场 胜 利 格 外 甘 美。
str_id_4121|听 说 你 击 败 了 {s51}。哈，每 条 狗 都 有 得 意 的 一 天—— 看 来 今 天 轮 到 你 了。
str_id_4122|我 听 说 你 包 围 并 攻 下 了 {s51}。不 管 我 们 以 前 有 多 少 分 歧，我 还 是 奉 上 我 的 祝 贺。
str_id_4123|我 听 说 你 包 围 并 攻 下 了 {s51}。我 们 把 他 们 打 跑 了！
str_id_4124|我 听 说 你 闯 进 了 我 在 {s51} 的 家。我 希 望 地 牢 合 你 心 意，因 为 未 来 几 年 你 会 花 很 多 时 间 在 那 里。{reg33?:}
str_id_4125|你 占 领 了 我 的 封 地 {s51}，希 望 你 能 给 我 机 会 赢 它 回 来。
str_id_4126|你 有 些 东 西 是 属 于 我 的——{s51}。我 会 让 你 放 弃 它。
str_id_4127|你 占 着 本 该 属 于 我 的{s51}。等 我 收 拾 完 你，连 你 的 灵 魂 都 会 在 痛 苦 中 尖 叫，而 那 声 音 将 成 为 我 耳 中 最 美 妙 的 乐 曲。
str_id_4128|听 说 你 夺 下 了 {s51}。把 敌 人 的 头 颅 挂 满 城 墙，把 他 们 的 骨 头 堆 在 大 门 前—— 让 所 有 人 都 记 住 是 谁 征 服 了 此 地。
str_id_4129|我 想 你 会 为 我 们 对 {s54} 的 胜 利 干 一 杯。不 过 还 是 省 省 你 的 酒—— 让 我 们 在 你 洗 净 前 耻 之 后 再 喝 吧。
str_id_4130|我 不 会 忘 记 当 初 我 们 如 何 并 肩 作 战，对 抗 {s54}，但 我 也 不 会 忘 记 那 些 横 在 我 们 之 间 的 过 节。
str_id_4131|{s54} 之 战 是 一 场 伟 大 的 胜 利，对 吧？我 们 把 敌 人 的 部 队 变 成 了 一 场 乌 鸦 的 盛 宴！
str_id_4132|听 说 你 狠 狠 收 拾 了 {s54}。干 得 不 错。
str_id_4133|我 不 会 忘 记 我 们 对 {s54} 的 胜 利。让 我 们 再 次 感 谢 诸 神，也 祈 求 自 己 莫 因 胜 利 而 骄 狂。
str_id_4134|那 是 对 {s54} 的 一 场 大 胜，不 是 吗？我 很 荣 幸 能 与 你 并 肩 作 战。
str_id_4135|那 一 仗 我 们 的 军 队 都 出 了 力，但 我 的 人 承 担 了 最 艰 苦 的 战 斗，也 理 应 分 得 胜 利 中 最 大 的 一 份。{s54}
str_id_4136|{s54} 陷 落 了。消 息 传 播 的 很 快，许 多 人 会 害 怕 我 们 的 名 字，现 在 是 时 候 继 续 向 前 推 进 了。
str_id_4137|我 想 你 会 为 我 们 攻 下 {s51} 干 一 杯。不 过 还 是 省 省 你 的 酒—— 让 我 们 在 你 洗 净 前 耻 之 后 再 喝 吧。
str_id_4138|我 不 会 忘 记 我 们 紧 密 合 作 暴 风 雨 般 的 席 卷 了 {s51}，不 过，我 也 不 会 忘 记 我 们 之 间 存 在 的 过 节。
str_id_4139|我 不 会 忘 记 我 们 是 如 何 攻 破 {s51} 的 城 墙 并 让 守 卫 者 都 倒 在 剑 下 的。这 是 个 美 好 的 回 忆。
str_id_4140|记 得 敌 人 在 我 们 攻 下 {s51} 的 城 墙 的 时 候 是 怎 么 尖 叫 的 吗？他 们 以 为 很 安 全！我 们 扇 去 了 他 们 脸 上 自 鸣 得 意 的 笑！
str_id_4141|我 不 会 忘 记 我 们 夺 下 {s51} 的 那 一 天。让 我 们 再 次 感 谢 诸 神，也 祈 求 自 己 莫 因 胜 利 而 骄 狂。
str_id_4142|我 不 会 忘 记 我 们 紧 密 合 作 攻 占 了 {s51}。和 你 一 起 战 斗 我 感 到 荣 耀。
str_id_4143|我 不 会 忘 记 我 们 在 {s51} 并 肩 作 战 的 情 景。若 非 你 的 援 手，那 场 战 斗 未 必 能 有 如 此 结 局。
str_id_4144|我 想 你 会 为 我 们 在 {s51} 附 近 的 伟 大 胜 利 干 杯。不 过 还 是 省 省 你 的 酒—— 让 我 们 在 你 洗 净 前 耻 之 后 再 喝 吧。
str_id_4145|我 不 会 忘 记 我 们 在 {s51} 附 近 的 伟 大 战 役 中 的 紧 密 合 作，不 过，我 也 不 会 忘 记 我 们 之 间 存 在 的 过 节。
str_id_4146|我 不 会 忘 记 在 {s51} 附 近 的 伟 大 战 役，当 我 们 攻 破 敌 人 的 防 线 之 后 他 们 尖 叫 着 在 我 们 面 前 溃 散。这 是 一 个 美 好 的 回 忆。
str_id_4147|在 {s51} 附 近 的 战 斗 很 棒，我 们 把 那 些 混 蛋 赶 跑 了！
str_id_4148|我 不 会 忘 记 我 们 在 {s51} 附 近 的 大 战 中 并 肩 奋 战。让 我 们 感 谢 诸 神 赐 下 胜 利，也 祈 求 自 己 莫 因 此 骄 狂。
str_id_4149|我 不 会 忘 记 在 {s51} 附 近 的 伟 大 战 役 中 我 们 并 肩 战 斗。和 你 一 起 战 斗 我 感 到 荣 耀。
str_id_4150|我 不 会 忘 记 在 {s51} 附 近 的 伟 大 战 役 中 我 们 并 肩 战 斗。这 样 的 战 斗 只 会 让 我 对 血 液 和 死 亡 的 渴 望 越 发 强 烈，我 相 信 你 也 有 同 样 的 感 受。
str_id_4151|这 么 说，你 与 那 个 叫 {s54} 的 恶 棍 交 了 手，还 胜 了。我 很 高 兴 听 到 这 个 消 息。{reg33?:}
str_id_4152|我 听 说 你 战 斗 并 击 败 了 {s54}。我 想，凡 人 皆 有 得 意 日。{reg33?:}
str_id_4153|我 听 说 过 你 击 败 了 狗 娘 养 的 {s54}。啊，我 要 是 能 亲 耳 听 到 他 求 饶 就 好 了。
str_id_4154|我 听 说 你 战 斗 并 击 败 了 {s54}。我 希 望 你 没 有 使 用 不 光 彩 的 手 段。{reg33?:}{reg33?:}
str_id_4155|我 听 说 你 战 斗 并 击 败 了 {s54}。我 祝 您 胜 利 快 乐。{reg33?:}
str_id_4156|我 不 会 愤 恨 上 次 你 击 败 了 我，但 是 我 渴 望 下 一 次 交 手！
str_id_4157|我 正 期 待 与 你 再 次 见 面。你 的 小 诡 计 不 会 再 让 我 上 当 了，我 将 很 享 受 你 的 求 饶。
str_id_4158|当 我 们 上 次 遇 到 的 时 候，{playername}，你 比 我 强。但 是 我 保 证 再 也 不 会 出 现 那 种 事 了！
str_id_4159|上 次 你 击 败 了 我，证 明 了 自 己 的 力 量，{playername}。这 一 回 轮 到 我 证 明 自 己—— 等 你 的 军 队 被 杀 得 七 零 八 落，我 会 亲 手 把 你 的 脑 袋 从 肩 上 摘 下 来。
str_id_4160|上 次 你 打 败 了 我，{playername}。可 我 挨 得 住 揍，如 今 又 回 来 了。这 一 回 你 不 会 再 那 么 走 运—— 去 死 吧！WAAAGH！
str_id_4161|还 没 打 够？那 让 我 们 再 干 一 仗，我 会 用 你 的 肠 子 喂 狗。
str_id_4162|又 来 找 我 较 量 胆 色 了 吗？很 好，我 正 想 看 看 你 这 次 能 撑 多 久。{playername}
str_id_4163|你 永 远 学 不 会 教 训 吗？
str_id_4164|你 很 坚 持 不 懈，但 是 很 讨 厌。
str_id_4165|要 我 教 训 你 多 少 次 你 才 能 学 会 走 远 点？
str_id_4166|上 次 我 见 到 你 时，你 被 {s54} 的 {reg4?人 :人 } 击 倒 了。我 责 怪 你 造 成 了 那 场 灾 难。真 遗 憾 看 到 你 活 了 下 来。
str_id_4167|上 次 我 见 到 你 时，你 被 {s54} 的 {reg4?人 :人 } 击 倒 了。嗯，我 看 到 你 活 下 来 了。
str_id_4168|上 次 我 见 到 你 时，你 被 {s54} 的 {reg4?人 :人 } 击 倒 了。别 担 心—— 我 们 会 找 到 {reg4?她 :他 }，让 {reg4?她 :他 } 被 自 己 的 胜 利 噎 死。{reg33?:}{reg33?:}
str_id_4169|上 次 我 见 到 你 时，你 被 {s54} 的 {reg4?人 :人 } 击 倒 了。很 高 兴 看 到 你 安 然 无 恙。
str_id_4170|我 听 说 {s54} 让 你 吃 了 不 少 苦 头。别 担 心，我 的 朋 友；我 会 找 到 {reg4?她:他}，把 那 人 的 头 颅 送 给 你。
str_id_4171|我 听 说 {s54} 把 你 的 人 像 羊 一 样 屠 了。可 你 居 然 还 活 生 生 站 在 这 里—— 真 令 人 失 望！
str_id_4172|我 听 说{s54}像 踩 蚂 蚁 一 样 把 你 碾 在 脚 下。哈！小 孩 不 该 玩 大 人 的 游 戏，{reg33?小 姑 娘:小 子}！
str_id_4173|我 听 说 {s54} 击 败 了 你，并 驱 散 了 你 的 部 队。那 太 令 人 失 望 了……{reg33?:}
str_id_4174|我 听 说 {s54} 击 败 了 你。也 许 你 应 该 考 虑 是 否 做 了 任 何 恶 行，导 致 上 天 这 样 谴 责 你。{reg33?:}
str_id_4175|我 听 说 {s54} 击 败 了 你。听 着，尽 量 别 让 我 们 太 多 人 送 死，行 吗？{reg33?:}
str_id_4176|我 听 说 {s54} 击 败 了 你。但 振 作 起 来—— 局 势 很 快 就 会 逆 转！{reg33?:}
str_id_4177|我 听 说 你 从 一 场 很 危 急 的 战 斗 中 解 救 了 {s54}。不 管 我 怎 么 看 你 这 个 人，我 至 少 很 赞 赏 你 做 到 了 这 个。
str_id_4179|我 听 说 你 救 了 我 的 附 庸 {s54}，避 免 了 他 可 能 失 败。
str_id_4180|我 听 说 你 骑 马 去 救 了 我 们 可 怜 的 {s54}。你 以 为 {reg4?她 :他 } 是 落 难 少 女 吗？没 关 系—— 这 是 个 常 见 的 错 误。
str_id_4181|我 听 说 你 救 了 {s54}，避 免 了 他 挨 鞭 子。依 我 看，你 本 该 让 {reg4?她 :他 } 吸 取 教 训。
str_id_4182|我 听 说 你 在 紧 要 关 头 把 {s54} 救 了 出 来。这 真 是 骑 士 风 度。
str_id_4183|我 听 说 你 在 紧 要 关 头 把 {s54} 救 了 出 来。干 的 漂 亮！
str_id_4184|叛 徒 就 该 埋 进 无 名 坟 墓，连 一 块 墓 碑 都 不 配 留 下。{s54}
str_id_4185|恩……你 在 战 斗 中 把 我 抛 弃 给 {s54}，是 不 是？我 将 看 到 你 的 墓 碑 上 写 着 叛 国 者。
str_id_4186|你 那 点 胆 量 恐 怕 全 藏 在 肚 肠 里—— 而 且 随 时 都 会 从 裤 子 里 流 出 来。{s54}
str_id_4187|发 生 什 么 事 了？你 在 对 {s54} 的 战 斗 中 失 踪 了。我 只 能 希 望 是 你 受 重 伤 倒 下 了，因 为 我 会 为 和 胆 小 鬼 一 起 战 斗 而 感 到 羞 愧。
str_id_4188|发 生 什 么 事 了？你 在 对 {s54} 的 战 斗 中 失 踪 了。我 估 计 你 一 定 是 受 伤 了，但 是 现 在 看 起 来 很 可 疑。
str_id_4189|发 生 什 么 事 了？刚 刚 你 还 和 我 们 一 起 与 {s54} 战 斗，一 会 功 夫 就 找 不 到 你 了？
str_id_4190|上 次 我 们 遇 到 的 时 候，你 象 一 条 挨 了 鞭 子 的 狗 从 我 这 里 逃 走 了。你 现 在 来 是 再 次 向 我 咆 哮，还 是 请 求 宽 恕？
str_id_4191|若 你 还 有 半 点 荣 誉，就 站 住，像 个 真 正 的 贵 族 一 样 战 斗！
str_id_4192|当 上 次 我 们 遇 到 的 时 候 看 到 你 逃 跑，我 就 希 望 不 再 与 你 战 斗。
str_id_4193|上 次 我 们 遇 到 的 时 候，你 逃 跑 了。这 是 个 英 明 的 决 定。
str_id_4194|上 次 我 们 遇 到 的 时 候 你 能 够 逃 走，但 是 下 次 我 怀 疑 你 还 能 那 么 走 运 么。
str_id_4195|他 们 说 你 从 {s54} 那 里 逃 跑 了，把 你 的 部 下 留 在 后 面。我 希 望 这 不 是 真 的，因 为 这 种 行 为 让 我 们 大 家 蒙 羞。
str_id_4196|他 们 说 你 从 {s54} 那 里 逃 跑 了，把 你 的 部 下 留 在 后 面。我 一 般 是 不 相 信 这 些 谣 言 的，并 且 我 也 知 道 让 人 绝 望 的 困 境 产 生 让 人 绝 望 的 压 力。但 是 我 请 求 你 还 是 要 注 意 你 的 好 名 誉，因 为 如 果 民 众 听 到 我 们 在 战 场 上 抛 弃 他 们，他 们 就 不 会 为 我 军 而 战。
str_id_4197|顺 便 说 一 下，他 们 说 你 从 {s54} 那 里 象 受 惊 的 小 兔 子 一 样 逃 走 了，丢 下 你 的 部 下 被 屠 宰。哈！多 么 壮 观 的 场 面！
str_id_4198|你 也 许 可 以 打 败 {s54}，但 是 你 不 可 能 打 败 我 们 所 有 人。
str_id_4199|我 听 说 你 打 败 了 {s54}，从 那 时 候 起 他 就 渴 望 与 你 再 次 交 锋。
str_id_4200|你 有 点 名 过 其 实，{playername}。{s54} 也 许 败 在 你 的 花 招 之 下，但 是 如 果 你 跟 我 打，你 将 发 现 我 是 一 个 更 加 难 对 付 的 对 手。
str_id_4201|听 说 你 击 败 了 {s54}。但 我，才 会 真 正 检 验 你 的 武 艺。
str_id_4202|我 听 说 你 抓 住 {s54} 了。我 希 望 你 能 从 他 身 上 勒 索 到 每 个 金 币。
str_id_4203|我 听 说 你 抓 住 {s54} 了。你 的 箱 子 里 现 在 一 定 装 满 了 赎 金。但 是 很 可 惜 钱 不 能 使 你 从 一 个 低 贱 的 野 狗 变 成 绅 士 的！
str_id_4204|我 听 说 你 俘 虏 了 {s54}。干 得 好。我 当 然 假 设 {reg4?她 :他 } 已 经 得 到 了 与 其 地 位 相 称 的 礼 遇。
str_id_4205|我 听 说 你 抓 住 {s54} 了。干 得 不 错，他 的 赎 金 一 定 很 丰 厚。
str_id_4206|我 听 说 你 抓 住 {s54} 了，但 是 你 把 他 放 走 了。这 样 的 骑 士 精 神 对 我 来 说 是 一 种 荣 誉。
str_id_4207|我 听 说 你 抓 住 {s54} 了，但 是 你 把 他 放 走 了。很 好，这 是 一 个 光 荣 的 做 法，但 是 同 时 也 可 能 是 一 种 危 险 的 做 法。
str_id_4208|我 听 说 你 抓 住 {s54} 了，但 是 你 把 他 放 走 了。对 你 来 说，这 是 一 件 富 有 骑 士 精 神 的 做 法，但 是 骑 士 精 神 赢 不 了 战 争。
str_id_4209|我 听 说 你 抓 住 {s54} 了，但 是 你 把 他 放 走 了。你 是 多 么 富 有 骑 士 精 神 啊！不 用 怀 疑 他 遗 留 在 家 的 孤 儿 寡 妇 一 定 想 来 亲 自 称 赞 你。
str_id_4210|我 听 说 你 抓 住 {s54} 了，但 是 你 把 他 放 走 了。我 不 会 干 涉 你 会 怎 样 处 理 你 自 己 的 俘 虏。
str_id_4211|我 们 上 次 遇 到 的 时 候，你 对 我 很 仁 慈，并 放 我 走 了。我 希 望 你 喜 欢 跟 我 玩 类 似 猫 捉 老 鼠 的 游 戏，因 为 很 快 我 将 让 你 乞 求 我 的 仁 慈，杀 死 或 者 羞 辱 都 由 我 的 想 法 决 定。
str_id_4212|我 们 上 次 遇 到 的 时 候，你 对 我 很 仁 慈，并 放 我 走 了。你 太 有 骑 士 精 神 了，我 不 会 忘 记 你 的。但 是 我 同 时 也 必 须 牢 记 我 对 我 的 君 主 发 过 的 誓 言，而 且 我 们 的 国 家 还 在 交 战 中。
