dlga_1164|Dummy first line
dlga_id:lord_pretalk_150|什 么？这 是 你 耍 的 什 么 把 戏，{playername}？这 连 我 应 得 税 款 的 一 半 都 不 到！你 既 纵 容 他 们 逃 税，也 让 我 的 钱 不 翼 而 飞。真 是 一 场 闹 剧！别 再 指 望 我 答 应 过 的 酬 劳。我 会 从 你 收 来 的 钱 中 取 走 {reg20}枚 金 币；看 在 荣 誉 的 份 上，我 还 给 你 留 下 几 枚，你 就 该 庆 幸 了。
dlga_id:lord_pretalk_151|诸 神 在 上，{playername}，瞧 你 把 事 情 弄 成 了 什 么 样！若 我 不 立 即 采 取 行 动，局 面 只 会 更 加 糟 糕。你 该 不 会 还 指 望 为 这 场 失 败 领 取 酬 劳 吧？把 属 于 我 的 {reg19}枚 金 币 交 出 来，我 们 之 间 的 差 事 到 此 为 止。{reg33?:}
dlga_id:lord_hunt_down_fugitive_prompt|我 在 {s4} 找 到 了 藏 匿 的 {s3}……
dlga_id:lord_hunt_down_fugitive_status|很 好。我 相 信 你 严 格 照 我 的 吩 咐 行 事 了？
dlga_id:lord_hunt_down_fugitive_success|当 然。我 让 他 得 到 了 应 有 的 惩 罚。
dlga_id:lord_hunt_down_fugitive_brought_back|我 抓 住 了 {s4}，并 将 他 带 来 这 里 接 受 正 义 的 裁 决。
dlga_id:lord_hunt_down_fugitive_not_brought_back|我 抓 住 了 {s4}，但 他 在 途 中 挣 脱 绳 索 逃 走 了……
dlga_id:lord_hunt_down_fugitive_burnt_village|我 在 {s3} 找 到 了 那 个 逃 犯，也 焚 毁 了 那 座 腐 败 巢 穴。
dlga_id:lord_hunt_down_fugitive_concluded|恐 怕 有 人 抢 先 烧 毁 了 {s3}。我 没 能 追 查 到 他 的 家 人。
dlga_id:lord_hunt_down_fugitive_fail|恐 怕 他 逃 掉 了。
dlga_id:lord_hunt_down_fugitive_success_2|你 为 了 对 付 一 个 人，竟 洗 劫 了 整 座 村 庄？！{s10} 肯 定 不 会 高 兴……不 过 今 天 也 算 一 举 解 决 了 两 个 麻 烦，不 是 吗，{playername}？
dlga_id:close_window_235|{playername}，你 疯 了 吗？{reg10?那 些 是 我 的 农 民， 你 这 蠢 货 :那 个 村 子 属 于 我 的 {s11}}！{reg11?如 果 这 就 是 我 能 从 你 身 上 期 待 的 行 为， 我 真 为 我 们 王 国 的 未 来 担 忧 :我 早 该 知 道 不 能 信 任 你 这 种 狂 热 之 徒 }。拿 着 这 笔 血 钱，滚 吧……
dlga_id:lord_hunt_down_fugitive_success_2.1|可 你 为 何 要 这 样 做？！你 总 算 完 成 了 差 事，但 你 的 手 段 实 在 称 不 上 高 明……
dlga_id:lord_pretalk_152|我 对 你 失 望 至 极，{playername}。{reg10?世 上 真 有 你 这 么 无 能 的 人 吗？:} 我 让 你 去 杀 掉 {s4}，不 是 让 你 把 捍 卫 我 荣 誉 的 决 斗 变 成 笑 话，最 后 还 放 跑 那 个 混 蛋。瞧 你 把 事 情 弄 成 了 什 么 样……{reg11?还 是 说，你 是 故 意 放 走 他 来 激 怒 我？:}
dlga_id:lord_hunt_down_fugitive_success_2_2|很 好。多 亏 了 你，正 义 终 于 得 到 伸 张。你 会 得 到 我 的 感 谢，以 及 答 应 过 的 300枚 金 币。
dlga_id:lord_hunt_down_fugitive_success_2.1_2|干 得 好，{playername}。在“招 待”{s4} 之 前，我 得 先 把 刀 磨 快。哦，对 了，你 还 在 等 赏 金 吧……
dlga_id:lord_hunt_down_fugitive_success_2.2|很 好。砍 下 他 的 头！我 就 知 道 你 不 会 让 我 失 望，{playername}。这 是 你 的 300枚 金 币 赏 金。
dlga_id:lord_hunt_down_fugitive_success_2_3|没 有 他，我 们 所 有 人 都 会 过 得 更 好！多 谢 你，{playername}，替 我 拔 掉 了 这 根 久 已 溃 烂 的 眼 中 钉。知 道 你 能 以 恰 当 而 周 全 的 手 段 办 事，实 在 令 人 安 心。我 答 应 过 赏 金，就 绝 不 会 少 你 一 枚：整 整 300枚 金 币！
dlga_id:lord_hunt_down_fugitive_reward_accept|我 收 下 这 笔 钱，{s65}。多 谢。
dlga_id:lord_hunt_down_fugitive_reward_reject|这 是 染 血 的 钱，我 不 能 收。
dlga_id:lord_hunt_down_fugitive_reward_reject.1|钱 财 固 然 有 用，但 我 更 希 望 那 些 有 权 势 的 人 听 说 我 的 本 领。
dlga_id:lord_pretalk_153|当 然，{playername}。拿 去 吧。再 次 感 谢 你 替 我 除 掉 那 个 {s43}。
dlga_id:lord_pretalk_154|你 是 那 种 认 为 正 义 本 身 便 是 报 酬 的 {reg33?女 人:男 人}，是 吗？如 你 所 愿，{playername}。这 份 心 意 的 确 高 尚。无 论 如 何，多 谢 你 替 我 除 掉 那 个 {s43}。
dlga_id:lord_pretalk.1_38|你 的 确 颇 有 本 领，{playername}。如 你 所 愿，我 会 让 你 的 胜 绩 传 到 该 听 见 的 人 耳 中。也 多 谢 你 替 我 除 掉 那 个 {s43}。
dlga_id:lord_pretalk_155|那 个 {s43} 又 一 次 逃 脱 了 正 义 之 手，实 在 令 人 遗 憾。我 原 以 为 你 能 够 办 成 此 事，{playername}。显 然，我 错 了。
dlga_id:lord_pretalk_156|看 来 命 运 插 手，夺 走 了 我 亲 自 复 仇 的 机 会。我 本 想 亲 眼 看 看 那 个 {s43} 的 尸 体，如 今 也 只 能 相 信 你 的 话。
dlga_id:lord_active_mission_3|我 仍 在 处 理 这 件 事。
dlga_id:lord_mission_failed|恐 怕 我 无 法 完 成 这 项 任 务。
dlga_id:lord_pretalk_157|很 好。记 住，我 指 望 着 你。
dlga_id:lord_pretalk_158|{s43}
dlga_id:lord_pretalk_168|这 应 该 办 得 到。很 好，我 们 就 进 攻 {s1}。
dlga_id:lord_mercenary_service|正 巧，{playername}，我 答 应 过 {s10}，要 为 即 将 到 来 的 战 役 雇 佣 一 支 佣 兵 连 队。
dlga_id:lord_mercenary_service_reject|谢 谢，我 没 兴 趣。{reg33?:}
dlga_id:lord_mercenary_service_accept|好，我 愿 为 {s9} 效 力。
dlga_id:lord_mercenary_elaborate_pay|我 有 兴 趣。请 再 详 细 说 说。{reg33?:}
dlga_id:lord_mercenary_service_verify|很 好。当 然，你 必 须 正 式 宣 誓 效 忠，保 证 自 己 和 麾 下 连 队 为 {s9} 效 力 至 少 一 个 月。
dlga_id:lord_mercenary_service_verify_2|如 您 所 愿。您 的 敌 人 便 是 我 的 敌 人。
dlga_id:lord_mercenary_service_reject_2|再 想 想，还 是 算 了。
dlga_id:lord_mercenary_service_accept_3|很 好。你 作 出 了 明 智 的 选 择，我 的 朋 友。{s9} 从 不 亏 待 忠 勇 之 士，你 的 效 力 必 将 得 到 丰 厚 回 报。{reg33?:}
dlga_id:lord_pretalk_174|现 在，你 最 好 为 一 场 真 正 的 大 战 作 好 准 备。在 此 期 间，尽 你 所 能 训 练 并 武 装 士 兵；一 旦 接 到 征 召，必 须 迅 速 响 应。
dlga_id:lord_pretalk_175|听 到 这 话，我 很 遗 憾。你 要 相 信，再 没 有 比 {s9} 更 好 的 去 处 了。{reg33?:}
dlga_id:lord_mercenary_elaborate_1|我 可 以 给 你 一 份 为 期 一 个 月 的 契 约，期 满 后 可 逐 月 续 签。签 约 时 先 支 付 {reg12}枚 金 币。此 后，{s10} 会 按 照 你 麾 下 士 兵 的 数 量 和 质 量，每 周 向 你 发 放 军 饷。战 场 上 的 战 利 品、可 回 收 物 资 以 及 俘 虏 仍 归 你 处 置。战 争 有 时 可 是 一 本 万 利 的 买 卖……
dlga_id:lord_mercenary_elaborate_1_2|义 务？不 多，也 不 难。首 先，你 必 须 宣 誓 效 忠 我 们 的 事 业。之 后，你 需 要 参 加 军 事 行 动，完 成 指 挥 官 交 付 的 任 务，最 重 要 的 是，无 论 在 何 处 发 现 王 国 的 敌 人，都 要 主 动 进 攻。
dlga_id:lord_mercenary_service_elaborate_duty|那 么，身 为 佣 兵，我 需 要 承 担 哪 些 义 务？
dlga_id:lord_mercenary_elaborate_castle|我 可 以 保 留 自 己 攻 下 的 城 堡 吗？
dlga_id:lord_mercenary_elaborate_banner|我 可 以 悬 挂 自 己 的 旗 帜 吗？
dlga_id:lord_mercenary_elaborate_pay_2|您 会 为 我 的 效 力 支 付 多 少 报 酬？
dlga_id:lord_mercenary_service_accept_2|听 起 来 不 错。我 愿 以 佣 兵 身 份 为 您 效 力。
dlga_id:lord_mercenary_service_reject_3|抱 歉，我 的 剑 不 供 雇 佣。
dlga_id:lord_mercenary_elaborate_1_3|只 有 忠 诚 的 封 臣 才 能 在 我 的 王 国 中 拥 有 土 地 和 城 堡，而 我 的 封 臣 向 来 都 是 {reg65?男 性:女 性}。没 有 充 分 理 由，我 不 会 打 破 这 项 传 统。若 你 能 在 战 场 上 证 明 自 己，便 可 向 我 宣 誓 效 忠，成 为 我 的 {reg33?女 封 臣:封 臣}。到 那 时，我 们 再 谈 你 该 如 何 获 得 一 座 城 堡。
dlga_id:lord_mercenary_elaborate_1.1|嗯……只 有 {s10} 的 忠 诚 封 臣 才 能 拥 有 土 地 与 城 堡。{s0} 有 时 会 接 纳 在 战 场 上 证 明 自 己 的 {reg33?女 人:男 人} 为 封 臣，并 赐 予 领 地，但 我 从 未 听 说 {s1} 会 把 封 地 交 给 {reg33?女 人:男 人}。你 最 好 亲 自 与 {s10}{reg0?本 人:本 人} 商 议 此 事。
dlga_id:lord_mercenary_elaborate_1.2|只 有 我 的 忠 诚 封 臣 才 能 在 我 治 下 拥 有 土 地 和 城 堡。区 区 佣 兵 还 不 值 得 托 付 这 样 的 重 任。不 过，若 你 为 我 效 力 一 段 时 间，便 可 向 我 宣 誓 效 忠，成 为 我 的 封 臣。到 那 时，你 将 有 机 会 获 赐 封 地。{reg33?:}{reg33?:}
dlga_id:lord_mercenary_elaborate_1.3|只 有 {s10} 的 忠 诚 封 臣 才 有 资 格 拥 有 土 地 与 城 堡。你 应 当 明 白，区 区 佣 兵 还 不 能 被 托 付 这 等 重 任。不 过，只 要 效 力 足 够 长 久，你 或 许 能 赢 得 向 {s10} 宣 誓 效 忠 的 资 格，成 为 {reg33?:} 的 封 臣，并 获 赐 一 处 封 地。
dlga_id:lord_mercenary_elaborate_1_4|只 有 我 的 贵 族 封 臣 才 有 资 格 佩 戴 自 己 的 旗 帜。不 过，只 要 你 以 佣 兵 身 份 为 我 效 力 一 段 时 间，便 有 机 会 宣 誓 效 忠，成 为 我 的 {reg33?女 封 臣:封 臣}，并 获 得 选 择 自 己 旗 帜、在 其 下 作 战 的 权 利。
dlga_id:lord_mercenary_elaborate_1.1_2|只 有 {s10} 的 贵 族 封 臣 才 有 资 格 悬 挂 自 己 的 旗 帜。不 过，在 佣 兵 生 涯 中 效 力 一 段 时 间 后，你 也 许 能 赢 得 向 {s10} 宣 誓 效 忠、成 为 其 封 臣 的 机 会，从 而 获 准 选 择 自 己 的 旗 帜，并 在 战 场 上 以 它 为 号。
dlga_id:lord_pretalk_176|你 还 没 有 完 成 我 上 次 交 给 你 的 任 务，{playername}。你 该 继 续 办 那 件 事，而 不 是 来 向 我 讨 要 新 的 差 事。
dlga_id:lord_pretalk.1_40|我 眼 下 没 有 别 的 差 事 交 给 你。
dlga_id:lord_tell_mission|任 务？
dlga_id:lord_pretalk.2_23|我 的 {reg33?女 士 :领 主 }，依 照 求 爱 的 传 统，我 本 应 向 您 效 劳。可 惜 我 眼 下 分 身 乏 术，只 能 恳 请 您 暂 且 收 下 这 番 敬 意。
dlga_id:lord_tell_mission_sworn_vassal|我 的 确 有 些 琐 事 需 要 处 理，但 交 给 自 己 的 {reg65?仆 从:手 下} 更 合 适，而 不 是 交 给 {reg0?我 宣 誓 效 忠 的 君 主:王 国 的 一 名 封 臣}。
dlga_id:lord_pretalk_177|若 你 渴 望 同 敌 人 交 手，可 以 加 入 我 们 对 {s4} 的 进 攻。敌 军 很 可 能 集 结 重 兵 前 来 阻 挠，因 此 我 们 的 人 手 越 多 越 好。
dlga_id:lord_pretalk.1_41|若 你 渴 望 同 敌 人 交 手，可 以 前 往 {s4} 一 带 冒 险。我 们 收 到 消 息，那 里 有 一 支 {s5} 部 队 出 没，我 本 人 也 正 赶 往 那 里。当 然，我 不 能 保 证 你 抵 达 时 敌 人 仍 会 留 在 那 里。
dlga_id:lord_pretalk.2_24|若 你 渴 望 同 敌 人 交 手，可 以 前 往 {s4} 一 带 冒 险。我 们 收 到 消 息，那 里 有 一 支 {s5} 部 队 出 没。我 眼 下 并 不 往 那 个 方 向 去，但 也 许 会 有 其 他 人 前 往。当 然，我 不 能 保 证 你 抵 达 时 敌 人 仍 会 留 在 那 里。
dlga_id:lord_pretalk.3_10|不 过，若 日 后 有 一 项 配 得 上 你 的 差 事，我 或 许 会 请 你 帮 忙。
dlga_id:destroy_lair_quest_brief|不 错—— 的 确 有 件 事 需 要 你 相 助。我 们 听 说 一 群 {s4} 在 这 片 地 区 建 立 了 藏 身 处，四 处 袭 击 过 往 旅 人。若 你 能 找 到 并 摧 毁 他 们 的 巢 穴，我 们 必 会 感 激 不 尽。
dlga_id:lord_mission_rescue_prisoner|我 的 {s11}——{s13}，被 {s15} 的 {s14} 俘 虏 了。通 常，有 荣 誉 的 贵 族 会 准 许 出 身 高 贵 的 俘 虏 以 名 誉 担 保：只 要 他 们 承 诺 在 赎 金 付 清 前 不 试 图 逃 走，便 会 被 当 作 贵 客 相 待。可 {s14} 不 肯 接 受 {s13} 的 誓 言，反 而 直 接 把 人 关 进 地 牢—— 无 疑 是 想 从 我 们 身 上 榨 取 更 多 赎 金。
dlga_id:lord_mission_rescue_prisoner_confirm|我 们 需 要 你 把 我 的 {reg4?我 的:我 的}{s11} 救 出 监 牢。你 也 许 可 以 支 付 赎 金；若 如 此，我 最 多 能 补 偿 2000枚 金 币。若 你 在 {s24} 内 有 人 脉，也 许 能 设 法 把 {reg4?她:他} 偷 偷 带 出 去。或 者 采 取 更 直 接 的 办 法：走 到 狱 卒 面 前，强 夺 钥 匙，然 后 一 路 杀 出 城 去。你 能 替 我 们 办 到 吗？
dlga_id:lord_mission_rescue_prisoner_accepted|我 可 以 试 试。
dlga_id:lord_mission_rescue_prisoner_rejected|我 恐 怕 帮 不 了 你。
dlga_id:close_window_238|这 本 就 不 是 一 项 容 易 的 差 事。也 许 我 们 能 另 寻 办 法。
dlga_id:lord_mission_rescue_prisoner_method|我 们 感 激 不 尽。能 否 告 诉 我，你 准 备 如 何 行 动？
dlga_id:lord_mission_rescue_prisoner_method_2|你 还 有 其 他 办 法 想 要 商 议 吗？
dlga_id:lord_mission_rescue_prisoner_method_ransom|我 考 虑 支 付 赎 金。
dlga_id:lord_mission_rescue_prisoner_method_connection|我 考 虑 动 用 我 在 {s24} 的 关 系。
dlga_id:lord_mission_rescue_prisoner_method_prisonbreak|我 准 备 闯 入 {s24} 的 监 牢，找 到 {s13}，然 后 一 路 杀 出 去。
dlga_id:lord_mission_rescue_prisoner_method_siege|我 在 考 虑 强 攻 并 夺 取 {s24}。
dlga_id:lord_mission_rescue_prisoner_planning_end|计 划 已 经 够 多 了。该 行 动 了！
dlga_id:close_window_239|愿 诸 神 庇 佑 你。
dlga_id:lord_mission_rescue_other_ideas|当 然。若 我 写 给 {s14} 的 信 还 不 够 有 说 服 力，总 可 以 再 筹 集 更 多 金 币。若 那 也 不 成，我 相 信 你 可 以 说 服 地 牢 看 守，或 代 表 我 们 去 找 赎 金 掮 客。我 敢 肯 定，家 族 中 的 其 他 成 员 也 愿 意 为 {s13} 的 赎 金 出 一 份 力。
dlga_id:lord_mission_rescue_other_ideas_2|说 得 好，{playername}。若 你 或 同 伴 熟 悉 {s24} 的 布 局，便 可 以 安 排 一 场 骚 乱，再 趁 混 乱 用 合 适 的 工 具 剪 断 锁 链。不 过，派 去 营 救 {s13} 的 人 必 须 脚 步 敏 捷、头 脑 灵 活，还 得 懂 得 如 何 说 服 或 雇 佣 当 地 人 协 助。
dlga_id:lord_mission_rescue_prisoner_method_prisonbreak_2|我 已 经 同 手 下 商 议 过 这 个 办 法。你 可 以 乔 装 或 公 开 进 入 {s24}，直 接 走 到 狱 卒 面 前，以 武 力 夺 取 钥 匙。真 正 困 难 的 是 逃 出 去。守 军 或 许 反 应 迟 缓，但 你 仍 很 可 能 在 狭 窄 之 处 同 时 迎 战 六 名 甚 至 更 多 敌 人。只 要 能 从 他 们 中 间 杀 开 一 条 路，大 概 就 能 脱 身。
dlga_id:lord_mission_rescue_other_ideas_3|制 造 一 场 骚 乱、引 开 部 分 守 军 也 许 会 很 有 用。若 你 同 {s24} 附 近 的 村 庄 关 系 不 错，现 在 正 是 动 用 这 些 人 脉 的 时 候。
dlga_id:lord_mission_rescue_other_ideas_4|嗯，那 显 然 是 最 直 接 的 办 法。
dlga_id:lord_mission_deliver_message|我 需 要 把 一 封 信 送 给 {s4}，对 方 眼 下 应 该 在 {s13}。若 你 正 要 往 那 里 去，能 否 替 我 把 信 交 给 {reg0?她:他}？这 封 信 必 须 在 30天 内 送 到。
dlga_id:lord_mission_deliver_message_accepted|当 然，我 正 准 备 经 过 {s4}，顺 手 而 已。
dlga_id:lord_mission_deliver_message_rejected|我 恐 怕 近 期 见 不 到 {s13}，{s65}。您 最 好 另 找 别 人 送 信。
dlga_id:lord_mission_deliver_message_rejected_rudely|我 可 不 是 什 么 跑 腿 的 {reg33?丫 头:小 子}，{reg65?女 士:先 生}。这 等 琐 事，还 是 去 雇 个 信 使 吧。
dlga_id:close_window_240|多 谢 你，{playername}。这 是 信，还 有 一 小 笔 钱 供 你 支 付 旅 费。见 到 {s13} 时，代 我 向 {reg0?她 :他 } 致 意。
dlga_id:lord_pretalk_178|啊，好 吧。我 想 总 能 找 到 别 的 人。
dlga_id:lord_mission_deliver_message_rejected_rudely_2|哦？这 就 是 你 回 应 一 项 礼 貌 请 求 的 方 式？太 令 人 失 望 了，{playername}。我 可 没 想 到 你 会 为 此 动 怒。
dlga_id:lord_mission_deliver_message_rejected_rudely_3|那 你 以 后 该 知 道 了 吧。
dlga_id:lord_mission_deliver_message_accepted_2|请 原 谅 我 一 时 失 态，{s65}。我 会 替 您 送 信。
dlga_id:close_window_241|很 好，我 会 记 着 的。
dlga_id:lord_mission_deliver_message.1|我 必 须 把 一 封 信 送 给 敌 方 的 {s15}{s13}，对 方 眼 下 应 该 在 {s4}。若 你 敢 深 入 那 片 土 地，能 否 设 法 把 信 送 到？这 封 信 必 须 在 40天 内 送 达。
dlga_id:lord_mission_told|的 确 有 一 件 小 事……我 的 {s17}{s13} 要 前 往 {s14} 探 望 亲 人。由 于 道 路 不 靖，这 趟 行 程 已 经 推 迟 了 好 几 次，但 这 回 无 论 如 何 都 要 成 行。我 信 得 过 你，{playername}。若 你 能 护 送 她 前 往 {s14}，确 保 她 平 安 抵 达，我 会 十 分 感 激。
dlga_id:lord_mission_deal_with_bandits_told|一 群 强 盗 盘 踞 在 我 的 村 庄 {s15}。他 们 洗 劫 附 近 农 庄，偷 走 本 该 属 于 我 的 税 款，又 拿 我 的 牲 畜 大 吃 大 喝。若 非 眼 下 实 在 分 身 乏 术，我 早 就 亲 自 去 给 他 们 一 个 终 生 难 忘 的 教 训。
dlga_id:lord_mission_deal_with_bandits_accepted|不 必 担 心，我 会 前 往 {s15}，替 您 收 拾 那 些 渣 滓。
dlga_id:lord_mission_deal_with_bandits_rejected|你 只 好 另 找 别 人 帮 忙 了，我 眼 下 也 忙 得 脱 不 开 身。{reg33?:}
dlga_id:close_window_242|你 愿 意 去 办？我 会 记 住 这 份 情。这 些 钱 供 你 支 付 行 动 开 销。拿 那 些 {s43} 杀 鸡 儆 猴。
dlga_id:lord_pretalk_179|啊……那 好 吧，就 当 我 没 有 提 起 过。
dlga_id:lord_tell_mission_raise_troops|这 话 任 何 领 主 都 不 愿 承 认，{playername}：前 几 日 我 检 阅 部 队，竟 发 现 有 些 家 伙 连 武 器 该 握 哪 一 头 都 不 知 道。{s43} 你 是 声 名 显 赫 的 战 士，{playername}，愿 意 替 我 训 练 一 批 士 兵 吗？我 会 感 激 你 的。{reg33?:}
dlga_id:lord_tell_mission_raise_troops_2|你 需 要 多 少 人？
dlga_id:lord_mission_raise_troops_told|若 你 能 训 练 出 {reg1}名 {s14} 并 把 他 们 带 来，应 该 就 够 了。
dlga_id:lord_mission_raise_troops_accepted|当 然，{s65}。给 我 {reg1}名 新 兵，我 会 把 他 们 训 练 成 {s14}。
