qstr_1164|Dummy first line
qstr_The_intricate_forest|错 综 复 杂 的 森 林 覆 盖 着 帝 国 大 陆，完 美 地 隐 藏 了 你 的 真 菌 孢 子。你 当 时 还 不 知 道，这 片 寂 静 的 树 林 悄 悄 赋 予 了 你 一 种 增 强 的 能 力，让 你 能 在 树 木 间 悄 无 声 息 地 移 动，成 为 令 动 物 和 人 类 都 畏 惧 的 猎 人。在 你 加 入 兽 人 同 伴 袭 击 帝 国 商 队 后，他 们 称 你 为“狡 猾 的 家 伙”。兽 人 们 看 出 你 的 价 值，便 接 纳 你 加 入 他 们 的 战 帮，于 是 你 成 为 了……
qstr_Under_the_mantle_of_|在 青 翠 山 谷 的 掩 护 下，你 的 孢 子 发 育 成 了 最 终 形 态。在 平 原 上 奔 跑 很 快 让 你 的 双 腿 天 生 更 强 壮，地 区 丰 富 的 野 生 动 物 为 你 和 你 的 同 族 提 供 了 食 物 和 坐 骑。用 力 量 换 取 更 高 的 速 度，你 的 野 猪 骑 兵 掠 夺 队 成 为 山 谷 中 人 类 农 场 和 村 庄 的 可 怕 存 在，足 以 引 发 帝 国 的 反 应。在 一 场 惨 败 于 帝 国 后，你 的 小 队 被 歼 灭，你 逃 离 并 加 入 了 一 个 更 大 的 战 吼，在 那 里 你 成 为 了……
qstr_Deep_in_the_frozen_h|在 世 界 边 缘 山 脉 冰 封 的 腹 地，你 的 菌 体 在 永 恒 积 雪 下 萌 发。严 寒 让 你 的 皮 肤 坚 如 铁 甲，血 肉 也 变 得 如 钢 铁 般 强 韧。刚 从 孢 囊 里 钻 出 来 不 久，你 便 撞 见 一 座 绿 皮 围 攻 营 地，他 们 正 准 备 袭 击 一 座 矮 人 要 塞。你 加 入 了 他 们，在 地 下 隧 道 中 并 肩 厮 杀，用 倒 霉 矮 人 的 鲜 血 完 成 了 自 己 的 第 一 次 洗 礼。还 没 杀 够 的 你 留 在 部 落，开 始 担 任……
qstr_In_the_darkness_of_a|在 深 洞 的 黑 暗 中，你 的 孢 子 吸 收 了 周 围 环 境 的 特 性，相 应 地 改 变 了 你 的 基 因 结 构。一 旦 出 生，你 的 皮 肤 比 普 通 地 精 更 苍 白，你 的 小 红 眼 已 经 完 全 适 应 了 无 光 环 境，你 的 肺 和 肌 肉 更 强 壮，让 你 能 轻 松 在 地 底 深 处 移 动 和 呼 吸。你 天 生 就 是 一 个 夜 地 精。在 第 一 个 满 月 之 夜，你 本 能 地 离 开 地 洞，加 入 了 该 地 区 众 多 夜 地 精 战 帮 之 一。他 们 接 纳 你 作 为……
qstr_It_is_an_uncommon_th|地 精 孢 子 很 少 能 在 严 寒 中 存 活 到 孵 化，但 你 做 到 了。你 从 菌 类 孢 囊 中 顺 利 成 长 并 钻 了 出 来。覆 盖 孢 子 的 积 雪 让 你 的 皮 肤 更 加 厚 实，肌 肉 也 远 比 普 通 同 类 发 达，使 你 成 为 族 群 中 少 见 的 异 类。你 很 快 找 到 一 个 部 落 并 被 接 纳，在 那 里 担 任……
qstr_Unbeknownst_to_many_|许 多 人 不 知 道，帝 国 东 北 地 区 的 森 林 中 充 满 了 等 待 孵 化 的 地 精 真 菌 孢 子，你 的 孢 子 就 在 其 中。从 孢 囊 中 出 来 片 刻 后，该 地 区 游 荡 的 一 伙 同 族 迅 速 抓 住 你，但 片 刻 后 释 放 了 你，认 出 你 是 他 们 的 一 员：一 个 森 林 地 精。你 毫 不 犹 豫 地 加 入 了 崇 拜 蜘 蛛 的 一 伙，在 那 里 你 生 活 作 为……
qstr_The_Badlands_the_ide|你 的 故 事 始 于 恶 地。这 里 炎 热 干 燥，地 下 却 散 布 着 水 池，是 地 精 繁 衍 生 息 的 理 想 之 地。你 出 生 时 只 是 个 普 普 通 通 的 地 精，没 有 任 何 特 别 之 处。作 为 无 数 同 类 中 的 一 员，你 加 入 了 遍 布 恶 地 的 某 个 部 落，并 在 那 里 担 任……
qstr_The_historicians_of_|旧 世 界 的 历 史 学 者 一 致 认 为，绿 皮 起 源 于 世 界 东 方、大 可 汗 国 所 在 的 辽 阔 草 原，而 你 的 生 命 也 从 那 里 开 始。你 天 生 比 普 通 地 精 更 强 壮、更 高 大，也 更 加 狡 猾—— 你 是 一 名 霍 布 地 精，是 地 精 中 最 邪 恶、最 危 险 的 种 类。你 加 入 族 人 的 一 支 游 牧 Waagh！，在 与 印 地 和 震 旦 人 的 战 斗 中 屡 次 证 明 自 己，最 终 获 得 新 可 汗 的 认 可，留 在 部 落 中 担 任……
qstr_Being_born_in_the_im|出 生 在 帝 国 南 部 肥 沃 的 农 田 固 然 有 好 处，对 地 精 而 言 却 也 危 机 四 伏。孤 身 一 人，又 到 处 都 是 敌 视 你 的“虾 米 小 子”，你 很 快 学 会 靠 偷 窃 维 生，也 学 会 在 事 发 后 迅 速 逃 走—— 或 让 目 击 者 永 远 闭 嘴。后 来，一 群 来 自 山 地 的 地 精 掠 夺 者 袭 击 了 你 出 生 地 附 近 的 小 农 庄，你 的 独 行 生 涯 就 此 结 束。你 加 入 他 们，开 始 担 任……
qstr_Your_father_was_a_me|你 的 父 亲 是 泰 瑞 昂 王 子 个 人 龙 王 子 单 位 的 一 员，曾 与 他 并 肩 作 战 对 抗 恶 魔 和 黑 暗 精 灵。他 会 穿 着 在 龙 脊 山 脉 大 火 山 锻 造 的 华 丽 龙 甲 投 入 战 斗。他 作 为 世 界 上 最 伟 大 的 骑 士 之 一 载 入 史 册。
qstr_Your_father_was_a_ra|你 的 父 亲 是 一 名 游 侠，为 高 等 精 灵 和 木 精 灵 执 行 任 务。他 像 大 多 数 游 侠 一 样 是 大 师 弓 箭 手 和 追 踪 者，但 你 的 父 亲 拥 有 与 其 他 精 灵 不 同 的 森 林 连 接。森 林 会 提 供 他 保 护 和 隐 身，意 味 着 他 从 未 被 敌 人 看 见，动 物 会 帮 助 他 追 踪 他 们。
qstr_Competing_in_tournam|参 加 锦 标 赛 在 整 个 人 类 王 国 中 高 度 受 尊 重，尽 管 精 灵 尊 重 它，但 它 不 会 赢 得 巨 大 荣 誉。然 而 你 的 父 亲 热 爱 它，他 受 到 追 随 锦 标 赛 的 平 民 喜 爱，他 们 对 他 在 竞 技 场 中 的 速 度 和 技 能 感 到 惊 讶。他 是 仅 有 的 三 位 在 旧 世 界 每 个 城 镇 都 赢 得 奖 牌 的 人 之 一。
qstr_Your_father_was_a_Sw|你 的 父 亲 是 一 名 荷 斯 剑 圣，受 过 最 精 深 的 剑 术 训 练；在 正 面 交 锋 中，他 们 足 以 与 尼 朋 最 优 秀 的 武 士 部 队 匹 敌。他 曾 参 加 对 抗 黑 暗 精 灵 的 大 战，也 曾 在 分 隔 两 地 的 海 峡 沿 岸 经 历 可 怖 的 血 战。
qstr_Your_father_was_a_mas|你 的 父 亲 是 一 位 娴 熟 的 驭 手，驾 着 三 马 战 车 在 战 场 上 飞 驰，让 车 后 的 战 士 用 长 矛 和 弓 箭 收 割 敌 人。他 迷 恋 战 车 的 纯 粹 速 度，也 坚 信 那 是 战 场 上 最 安 全 的 位 置。唯 一 令 他 畏 惧 的 是 帝 国 蒸 汽 坦 克—— 那 些 钢 铁 巨 兽 总 会 优 先 碾 碎 战 车。
qstr_Your_father_was_a_Hi|你 的 父 亲 是 一 名 高 等 精 灵 贵 族，参 与 乌 苏 安 的 最 高 政 治，如 果 有 决 定 要 做 出，你 的 父 亲 确 保 在 决 定 前 能 表 达 他 的 意 见。他 博 学，受 过 战 争 训 练，并 领 导 一 支 对 他 激 进 忠 诚 的 大 军。
qstr_Your_father_was_a_bo|你 的 父 亲 是 一 名 受 雇 的 贴 身 护 卫，却 不 是 那 种 寸 步 不 离 地 跟 着 雇 主、只 靠 魁 梧 身 材 震 慑 敌 人 的 人。相 反，他 习 惯 藏 在 阴 影 中，观 察 一 切，判 断 每 一 项 可 能 的 威 胁。一 旦 出 了 状 况，他 总 能 迅 速 而 安 静 地 解 决。
qstr_Your_father_spends_h|你 的 父 亲 一 生 都 在 狂 暴 的 海 上 度 过：登 船 夺 取 奴 隶，遇 到 机 会 便 劫 掠 沿 岸 村 庄。他 擅 长 双 持 刀 剑 与 手 弩，是 个 懂 得 何 时 进 攻、何 时 撤 退 的 多 面 手。正 因 如 此，他 一 次 次 从 险 境 中 活 下 来，直 到 今 天 仍 在 海 上 航 行。
qstr_The_dark_elves_are_a|黑 暗 精 灵 冷 酷 而 无 情，因 此 你 的 父 亲 从 来 不 缺 活 干。他 是 城 中 的 刽 子 手；凡 被 判 处 死 刑 的 人，都 会 由 他 挥 动 巨 斧，精 准 地 斩 下 头 颅。全 面 战 争 爆 发 时，他 也 会 随 主 力 军 出 征，与 其 他 刽 子 手 并 肩 作 战。
qstr_Your_father_was_one_o|你 的 父 亲 是 狂 热 崇 拜 者 可 供 雇 佣 的 最 享 有 盛 誉 的 刺 客 之 一。他 被 雇 佣 进 行 高 排 名 敌 人 刺 杀，以 及 在 黑 暗 精 灵 军 队 中 渗 透 以 寻 找 叛 乱 和 煽 动 来 源。^
qstr_While_most_other_fac|虽 然 大 多 数 其 他 派 系 喜 欢 使 用 弓 或 枪 作 为 远 程 部 队，黑 暗 精 灵 通 过 雇 佣 十 字 弓 手 在 战 场 上 脱 颖 而 出。伤 害 和 速 度 介 于 上 述 武 器 类 型 之 间，十 字 弓 手 如 果 战 术 使 用 正 确，可 以 独 自 扭 转 战 局。你 的 父 亲 掌 握 了 十 字 弓 的 使 用，并 领 导 马 雷 基 特 的 一 个 关 键 单 位。
qstr_Your_father_was_a_dre|你 的 父 亲 曾 是 莫 拉 丝 麾 下 的 一 名 恐 惧 骑 士。他 在 精 灵 中 身 材 高 大，也 是 有 名 的 冷 蜥 驯 兽 师。每 次 出 战，他 都 会 携 带 一 柄 异 常 修 长 的 克 海 泰 长 刀，身 披 镶 金 战 甲；甲 胄 上 一 颗 宝 石 闪 烁 着 明 亮 绿 光，那 是 莫 拉 丝 在 成 功 围 攻 一 座 蜥 蜴 人 城 市 后 赐 给 他 的。^后 来，他 在 一 次 失 败 的 乌 苏 安 入 侵 中 战 死，那 颗 宝 石 也 从 此 下 落 不 明。
qstr_Whilst_your_father_c|虽 然 你 父 亲 在 酿 酒 方 面 比 不 上 约 瑟 夫 · 巴 格 曼，但 他 仍 然 是 矮 人 王 国 中 最 优 秀 的 替 代 酿 酒 师 之 一。他 把 酿 酒 厂 建 在 最 大 的 矿 区 旁 边，靠 近 常 驻 工 人，以 确 保 生 意 一 直 兴 旺。
qstr_Your_father_was_an_i|你 父 亲 曾 是 一 名 铁 砧 守 卫，属 于 一 个 以 坚 守 阵 地 对 抗 斯 卡 文 鼠 人 族 群 而 闻 名 的 单 位。他 的 单 位 守 卫 着 一 条 古 老 的 漫 长 隧 道，这 条 隧 道 连 接 军 队 的 主 要 炮 兵 工 厂 和 一 片 荒 芜 的 洞 穴 网 络，许 多 斯 卡 文 鼠 人 居 住 在 那 里，它 们 经 常 利 用 隧 道 进 行 伏 击。你 父 亲 和 他 的 单 位 巡 逻 隧 道，坚 决 抵 抗 任 何 发 现 的 攻 击 者。他 们 24人 著 名 地 击 退 了 210只 鼠 人 的 军 队，那 些 鼠 人 意 图 在 主 要 入 侵 之 前 摧 毁 军 队 的 大 炮。
qstr_For_all_the_Empire_s|尽 管 帝 国 付 出 了 诸 多 努 力，但 世 界 上 最 先 进、最 具 创 新 性 的 机 械 仍 是 由 矮 人 制 造 的。可 以 说，他 们 最 伟 大 的 成 就 是 工 程 师 公 会 设 计 的 旋 翼 机。发 明 旋 翼 机 是 为 了 在 远 距 离 传 递 消 息 和 运 送 装 备，因 为 缺 乏 骑 兵 意 味 着 远 距 离 旅 行 更 加 困 难。在 战 斗 中，旋 翼 机 装 备 有 架 设 的 蒸 汽 枪，可 以 从 上 方 攻 击 部 队。你 父 亲 曾 有 荣 幸 驾 驶 这 些 伟 大 的 装 置 之 一。
qstr_While_other_races_wi|虽 然 其 他 种 族 运 用 魔 法 的 巨 大 力 量，但 矮 人 宁 愿 避 开 多 种 魔 法 学 派，而 是 使 用 符 文 附 魔 的 技 艺，将 他 们 的 武 器 和 盔 甲 注 入 符 文，使 最 精 锐 的 部 队 变 成 单 人 杀 戮 机 器。现 存 许 多 符 文 组 合，任 何 有 身 份 的 富 裕 矮 人 都 会 想 要 一 个 个 人 符 文 军 械 库，以 备 国 王 可 能 发 出 的 征 召。
qstr_All_Dwarves_are_at_h|所 有 矮 人 都 深 谙 地 下 世 界，你 父 亲 离 开 家 族 生 意，与 许 多 专 业 冒 险 团 体 一 起 周 游 世 界，在 最 黑 暗 的 地 牢 中 探 险。就 是 这 样，他 遇 到 了 你 的 母 亲，当 时 他 把 她 从 斯 卡 文 鼠 人 仪 式 献 祭 的 屠 杀 中 救 出，在 一 个 偶 像 殿 堂 里。
qstr_Your_father_was_a_sc|你 父 亲 曾 是 一 名 抄 写 员，记 录 伟 大 的 国 王 索 尔 格 林 · 怨 懑 持 有 者 的 编 年 史。矮 人 喜 欢 以 非 常 精 确 和 全 面 的 方 式 书 写 历 史，一 整 年 的 历 史 跨 越 数 千 页 的 情 况 并 不 罕 见。这 要 求 抄 写 员 能 够 快 速 书 写，同 时 保 持 风 格 完 美，以 适 应 皇 家 编 年 史。你 父 亲 是 他 那 一 代 中 最 出 色 的，并 担 任 这 个 职 务 数 十 年。
qstr_Your_father_fought_i|你 父 亲 曾 在 更 重 装 甲 和 武 装 的 风 暴 鼠 单 位 中 作 战。它 们 是 斯 卡 文 鼠 人 单 位 中 纪 律 性 最 高 的，是 出 色 的 突 击 部 队 或 氏 族 领 袖 的 私 人 保 镖。
qstr_Your_father_was_one_of|你 父 亲 是 瘟 疫 氏 族 的 领 袖 之 一，他 率 领 大 型 的 瘟 疫 僧 侣 和 香 炉 持 者 单 位 与 其 他 氏 族 的 核 心 部 队 并 肩 作 战。他 是 一 名 凶 猛 的 战 士，以 难 以 置 信 的 速 度 发 动 攻 击，尽 管 他 经 常 以 准 确 性 换 取 攻 击 速 度。在 战 场 之 外，他 严 格 研 究 新 的 疾 病 和 苦 难，这 些 可 能 对 人 类 人 口 造 成 巨 大 伤 害。
qstr_Your_father_was_a_we|你 父 亲 是 当 地 血 碗 球 队 中 一 名 荣 誉 卓 著 的 阴 沟 奔 跑 者，他 活 到 刚 好 让 你 能 看 到 他 比 赛。他 拥 有 近 60个 超 级 明 星 点，并 学 会 了 闪 避、侧 步 和 格 挡 等 技 能，但 最 终 他 仍 然 只 是 一 名 阴 沟 奔 跑 者，当 你 在 看 台 上 观 看 时，他 被 一 名 诺 斯 雪 怪 猛 击 倒 地，并 被 连 续 攻 击，直 到 被 抬 走 时 已 无 生 命 迹 象，且 碎 成 几 块。
qstr_Your_father_was_a_fa|你 父 亲 是 艾 辛 氏 族 的 忠 实 成 员，精 通 隧 道 挖 掘 和 隐 秘 攻 击。他 的 单 位 在 战 斗 开 始 时 消 失，但 后 来 从 无 处 出 现，给 敌 人 带 来 惊 喜，扭 转 战 局。你 父 亲 的 单 位 是 攻 城 大 师，会 挖 掘 城 墙 下 的 隧 道，从 内 部 出 现，准 备 为 入 侵 者 打 开 大 门。
qstr_Your_father_operated|你 父 亲 操 作 长 管 步 枪，属 于 一 个 两 人 小 组，通 常 部 署 在 主 军 的 侧 翼，意 图 对 试 图 从 那 个 方 向 包 抄 的 敌 方 骑 兵 单 位 造 成 严 重 损 伤。你 父 亲 和 他 的 队 友 作 为 小 单 位 的 一 部 分 或 单 独 行 动 时 都 充 满 信 心，在 战 场 上 机 动，试 图 用 他 们 毁 灭 性 的 武 器 获 得 最 佳 射 击 机 会。
qstr_Skilled_in_the_arts_|精 通 毒 药 和 隐 秘 技 艺，你 父 亲 是 一 名 训 练 有 素 的 刺 客，在 战 场 上 的 欺 骗 方 面 出 类 拔 萃。在 军 队 进 入 战 斗 之 前，他 会 提 前 侦 察，找 到 一 个 关 键 藏 身 之 处，在 战 斗 中 途 突 袭 关 键 敌 人。如 果 他 找 不 到 这 样 的 位 置，他 会 伪 装 成 一 个 普 通 的 氏 族 鼠 单 位，在 最 后 一 刻 跃 出，撕 裂 毫 无 戒 备 的 敌 方 单 位。
qstr_Your_father_was_a_de|你 的 父 亲 是 一 位 虔 诚 之 人，真 心 关 怀 自 己 的 人 民，也 愿 为 保 卫 故 国 抵 御 任 何 威 胁。虽 然 他 并 不 精 通 战 斗，却 总 与 普 通 士 兵 一 同 站 在 最 前 线。他 鼓 舞 人 心 的 演 说 远 近 闻 名，每 当 部 队 面 对 绝 境，总 能 重 新 点 燃 他 们 的 勇 气。战 斗 开 始 后，他 更 专 注 于 照 料 伤 员；但 若 有 必 要，也 能 挥 舞 战 锤 自 保 一 阵。
qstr_Your_father_was_alwa|你 的 父 亲 一 向 迷 信。你 年 幼 时，他 对 邪 恶 以 及 黑 魔 法 操 纵 者 的 恐 惧 深 深 塑 造 了 他 的 性 格。^有 一 天，他 决 定 亲 手 面 对 恐 惧，加 入 猎 巫 人 兄 弟 会。^他 很 快 成 为 兄 弟 会 中 最 强 大 的 猎 巫 人 之 一，炽 烈 的 狂 热 与 憎 恨 将 昔 日 恐 惧 一 扫 而 空。^后 来，他 参 加 了 针 对 混 沌 矮 人 营 地 的 大 规 模 进 攻，并 参 与 清 剿 巫 灵。你 的 父 亲 在 随 后 的 战 斗 中 阵 亡，^但 你 永 远 为 他 以 及 他 帮 助 取 得 的 功 绩 而 自 豪。
qstr_Your_father_worked_i|你 的 父 亲 在 伟 大 的 工 业 城 市 努 恩 工 作。他 是 一 位 声 名 远 扬 的 工 程 师，数 学 才 华 无 人 能 及；帝 国 许 多 最 杰 出 的 技 术 发 明 上 都 有 他 的 名 字，包 括 连 发 火 器 和 蒸 汽 坦 克。
qstr_Your_father_was_fier|你 父 亲 有 强 烈 的 爱 国 情 怀，他 唯 一 的 愿 望 是 作 为 皇 帝 卡 尔 · 弗 兰 兹 的 保 护 者 服 务，这 就 是 他 在 赢 得 声 望 与 荣 誉，服 务 于 皇 帝 自 己 的 瑞 克 卫 骑 士 团 时 所 做 的 事 情。
qstr_Your_father_was_chos|你 父 亲 被 选 为 巨 剑 士 的 成 员，因 为 他 在 野 兽 人 袭 击 中 是 最 后 站 立 的 人，保 护 了 受 困 的 选 帝 侯 伯 爵，免 受 一 只 狂 暴 的 米 诺 陶 准 备 将 他 切 成 两 半 的 攻 击。他 击 退 了 一 小 群 乌 戈 尔，并 在 野 兽 人 主 力 军 队 到 达 之 前 将 伯 爵 拖 出 森 林。
qstr_Your_father_was_amon|你 的 父 亲 是 帝 国 农 民，也 是 个 顾 家 的 男 人，平 日 为 本 地 民 兵 制 造 和 修 理 弩。他 关 心 政 治，熟 知 自 己 与 他 人 的 权 利；一 旦 有 人 滥 用 权 力，他 便 会 立 刻 站 出 来 说 话。官 员 们 把 他 视 作 眼 中 钉，但 乡 亲 们 敬 重 他，也 知 道 他 心 地 正 直。
qstr_Your_father_was_a_he|你 的 父 亲 是 村 庄 的 英 雄，也 是 数 百 年 来 最 负 盛 名 的 人 物 之 一。他 是 勇 气 与 美 德 的 典 范，曾 获 湖 中 女 神 赐 福，并 饮 下 神 圣 的 圣 杯。据 说 圣 杯 赋 予 了 他 非 凡 的 生 命 力，他 甚 至 可 能 比 你 更 加 长 寿。尽 管 你 多 年 没 有 他 的 消 息，也 曾 担 心 自 己 或 许 已 经 活 得 比 他 更 久，但 你 总 会 把 这 种 念 头 赶 出 脑 海。
qstr_Horses_are_the_lifeb|马 匹 是 巴 托 尼 亚 军 队 的 生 命 线。没 有 马 匹，巴 托 尼 亚 的 未 来 就 没 有 希 望，所 以 你 父 亲 决 定，像 许 多 巴 托 尼 亚 人 一 样，在 学 校 时 就 学 习 养 马。之 后，他 加 入 了 7个 朋 友，在 帕 拉 翁 附 近 经 营 一 个 马 厩。他 们 的 马 匹 比 平 均 水 平 好，但 一 旦 他 们 收 到 一 个 来 自 比 他 们 更 优 秀 的 育 种 者 的 出 价，他 们 就 以 爱 国 主 义 的 名 字 出 售 了 马 厩。
qstr_The_Bretonnian_army_|巴 托 尼 亚 军 队 经 常 离 开 王 国 进 行 遥 远 的 追 寻，但 你 父 亲 专 注 纯 粹 的 防 护。他 是 一 名 看 守 人，负 责 一 个 团 队，其 职 责 是 阿 基 坦 西 墙 的 安 全。西 墙 俯 瞰 大 海，海 滩 是 入 侵 敌 方 舰 队 的 热 门 登 陆 点。当 你 还 是 个 男 孩 时，这 总 是 让 你 害 怕 入 侵 会 夺 走 他 的 生 命，但 从 未 有 入 侵 发 生。
