menu_1164|Dummy first line
mno_id_2027|任 由 他 们 带 走 菲 力 克 斯
mno_id_2028|以 武 力 逼 退 巡 逻 队，不 准 他 们 带 走 菲 力 克 斯
menu_id_471|贾 利 勒 决 定 让 你 军 中 的 弓 箭 手 亲 身 领 教 一 番 禁 卫 军 的 严 苛 训 练。
mno_id_2029|所 有 弓 箭 手 均 获 得 晋 升（须 存 在 可 用 的 晋 升 路 线）
menu_id_472|苏 丹 得 知 备 受 敬 重 的 贾 利 勒 正 在 你 麾 下 效 力，对 此 颇 为 赞 赏。
mno_id_2030|与 阿 拉 比 关 系 提 升。
menu_id_473|贾 利 勒 经 由 信 使 收 到 一 套 新 盔 甲—— 这 是 苏 丹 为 嘉 奖 他 的 功 绩 而 赐 下 的 礼 物。
mno_id_2031|这 是 他 应 得 的
menu_id_474|贾 利 勒 收 到 苏 丹 的 召 令，要 求 他 回 国 继 续 效 力。荣 誉 不 容 他 拒 绝，他 必 须 踏 上 归 途。
mno_id_2032|贾 利 勒 离 开 了 你 的 队 伍
menu_id_475|奥 叽 渐 渐 对 你 产 生 了 好 感，也 十 分 感 激 你 能 理 解 并 赏 识 他 的 才 能。
mno_id_2033|为 表 谢 意，他 亲 手 制 作 了 一 件 礼 物 送 给 你
menu_id_476|奥 叽 凭 借 精 湛 医 术，以 及 打 破 隔 阂、冲 破 偏 见 的 成 就，获 颁“大 药 剂 师 终 身 成 就 奖”。^一 场 盛 大 典 礼 为 他 举 行，你 允 许 全 军 共 同 参 与 庆 祝。
mno_id_2034|作 为 奖 励，长 老 会 将 翡 翠 魔 法 的 奥 秘 传 授 给 奥 叽
menu_id_477|队 伍 中 带 着 一 名 兽 人，难 免 令 你 招 来 流 言 蜚 语。尤 其 在 上 流 社 会，人 们 总 会 因 你 坚 持 收 留 奥 叽·波 叽 而 投 来 异 样 目 光。
mno_id_2035|奥 叽 留 在 队 伍 中，使 你 损 失 了 一 些 声 誉
menu_id_478|所 有 兽 人 都 憎 恨 奥 叽，因 为 他 背 弃 了 自 己 的 种 族、投 靠 敌 人。一 支 搜 寻 他 的 兽 人 大 军 找 到 了 你 的 部 队，号 角 声 随 即 响 起。
mno_id_2036|他 们 宣 称 要 将 你 的 军 队 碾 成 齑 粉，再 用 奥 叽 的 头 骨 饮 酒。准 备 战 斗
menu_id_479|瑞 普 尼 吱 把 大 部 分 闲 暇 都 用 在 秘 密 训 练 上。今 天，他 告 诉 你 自 己 已 经 开 始 接 受 刺 客 大 师 训 练，并 刚 刚 完 成 第 一 阶 段。
mno_id_2037|瑞 普 尼 吱 获 得 5点 敏 捷 与 3点 武 器 掌 握
menu_id_480|瑞 普 尼 吱 继 续 钻 研 艾 辛 氏 族 的 技 艺，如 今 已 掌 握 调 制 毒 药 并 将 其 涂 在 兵 刃 上 的 手 法。
mno_id_2038|从 今 往 后，裂 爪 的 所 有 攻 击 都 带 有 毒 性
menu_id_481|艾 辛 议 会 交 给 瑞 普 尼 吱 一 项 任 务：刺 杀 一 名 涉 嫌 操 纵 赌 局 的 锦 标 赛 英 雄。
mno_id_2039|他 暂 时 离 开 你 的 队 伍，去 刺 杀 {s1}。
menu_id_482|瑞 普 尼 吱 是 一 流 好 手，也 清 楚 若 自 立 门 户，定 能 接 到 不 少 报 酬 丰 厚 的 契 约。为 体 现 自 己 的 身 价，他 要 求 将 薪 水 翻 倍，否 则 就 离 开 队 伍。他 声 称，即 便 付 三 倍 也 仍 算 便 宜；对 你 这 样 受 人 敬 重 的 主 子 而 言，这 笔 买 卖 再 划 算 不 过。你 如 何 答 复？
mno_id_2040|同 意 给 他 加 薪。
mno_id_2041|拒 绝 加 薪。
menu_id_483|图 尔 曼 召 集 了 几 位 正 在 附 近 活 动 的 资 深 猎 巫 人，邀 请 他 们 与 自 己 并 肩 行 动，亲 自 向 他 学 习。
mno_id_2042|他 们 认 为 这 是 无 法 推 辞 的 莫 大 荣 誉。获 得 5名 猎 巫 人 大 师。
mno_id_2043|然 而，他 们 看 你 不 太 顺 眼，礼 貌 地 拒 绝 了。
menu_id_484|威 名 赫 赫 的 马 提 亚 斯·图 尔 曼 正 在 你 军 中 效 力 的 消 息，已 渐 渐 传 开。
mno_id_2044|获 得 声 望 与 正 面 声 誉
menu_id_485|马 提 亚 斯·图 尔 曼 正 在 军 中 发 起 一 场 审 判。他 逐 一 审 视 士 兵 的 操 守 与 纪 律，试 图 揪 出 任 何 同 情 黑 暗 邪 术 之 人。
menu_id_486|你 遇 到 一 小 队 举 止 可 疑 的 旅 人。马 提 亚 斯·图 尔 曼 在 其 中 一 人 的 腰 带 上 发 现 了 死 灵 护 符；搜 身 过 后，他 宣 布 这 些 人 皆 为 异 端，必 须 绑 上 火 刑 柱 烧 死。
mno_id_2046|营 中 虽 有 人 心 怀 疑 虑，却 无 人 胆 敢 质 疑 马 提 亚 斯。你 只 能 等 着 他 将 那 些 人 活 活 烧 死
menu_id_487|布 拉 甘 扎 虽 已 为 你 效 力，却 仍 密 切 关 注 自 己 的 佣 兵 团，督 促 他 们 保 持 训 练 与 军 纪。他 麾 下 的 围 城 者 常 来 营 中 拜 访，偶 尔 也 会 有 人 留 下。
mno_id_2047|免 费 获 得 5名 布 拉 甘 扎 围 城 者。
menu_id_488|在 海 盗、继 而 又 是 斯 卡 文 占 领 米 拉 格 连 诺 之 前，布 拉 甘 扎 曾 以 那 里 为 根 据 地。他 总 怀 念 商 人 亲 王 统 治 的 岁 月—— 那 是 其 佣 兵 团 最 为 财 源 滚 滚 的 日 子。为 表 达 敬 意，他 赠 给 你 一 件 礼 物。
mno_id_2048|获 得 一 把 米 拉 格 连 诺 弩。
menu_id_489|布 拉 甘 扎 的 围 城 者 以 长 途 徒 步 行 军 和 坚 韧 不 拔 闻 名；即 便 身 处 最 恶 劣 的 地 形，他 们 也 能 顶 住 任 何 迎 面 而 来 的 攻 势。布 拉 甘 扎 满 肚 子 都 是 故 事，而 且 总 是 讲 个 不 停。
mno_id_2049|队 伍 士 气 提 升。
menu_id_490|斯 卡 文 攻 陷 海 盗 王 国、迫 使 海 盗 逃 往 海 上 后，海 盗 们 对 每 一 桩 旧 怨 都 更 加 耿 耿 于 怀，并 四 处 寻 求 报 复。其 中 一 笔 便 是 布 拉 甘 扎 当 年 在“围 城 者”博 尔 乔 麾 下 效 力 时 给 他 们 造 成 的 损 失。海 盗 已 经 查 明 布 拉 甘 扎 身 在 你 军 中，于 是 连 你 也 被 列 为 复 仇 目 标。
mno_id_2050|与 不 法 海 盗 的 关 系 下 降。
menu_id_491|伦 波 德 曾 答 应，隔 一 阵 便 分 给 你 一 部 分 收 入。今 天，他 终 于 来 兑 现 诺 言。
mno_id_2051|获 得 {reg7}枚 金 币
menu_id_492|伦 波 德 为 全 军 炖 了 一 锅 自 己 的 拿 手 浓 汤，佐 以 蒜 香 土 豆，最 后 还 摆 出 一 盘 精 选 奶 酪。
menu_id_493|今 天，伦 波 德 离 队 去 探 索 一 处 听 来 的 小 地 牢。后 来 他 追 上 队 伍 时，脸 上 挂 着 得 意 的 大 笑。
mno_id_2053|他 悄 无 声 息 地 穿 过 整 座 地 牢，找 到 一 枚 护 身 符，使 自 己 始 终 拥 有 最 高 闪 避 几 率。
menu_id_494|你 停 留 在 {s5} 期 间，伦 波 德 大 肆 入 室 行 窃，调 查 者 已 经 认 定 他 就 是 罪 魁 祸 首。
mno_id_2054|{s5} 的 居 民 对 他 怒 不 可 遏，也 怨 恨 你 竟 允 许 他 代 表 自 己。与 {s5} 的 关 系 下 降
menu_id_495|沃 兰 斯 的 维 内 托 佣 兵 声 名 赫 赫，营 中 也 常 能 见 到 他 们 与 队 长 沃 兰 斯 交 谈。这 一 次，几 名 维 内 托 决 定 留 下，继 续 追 随 自 己 的 队 长。
mno_id_2055|免 费 获 得 5名 沃 兰 斯 维 内 托 佣 兵。
menu_id_496|沃 兰 斯 过 去 没 少 让 巴 托 尼 亚 与 帝 国 的 骑 兵 冲 锋 铩 羽 而 归。如 今 他 决 定 向 你 传 授 一 些 临 阵 战 术 与 作 战 筹 划 的 心 得。
mno_id_2056|战 术 +2
menu_id_497|多 年 前，沃 兰 斯 与 他 的 维 内 托 靠 加 长 骑 枪 作 弊，在 一 场 巴 托 尼 亚 锦 标 赛 中 大 获 全 胜。经 过 多 年 政 治 角 力，哥 隆 尼 终 于 对 此 展 开 调 查，而 国 王 也 向 审 议 团 施 加 了 影 响。
mno_id_2057|从 此 以 后，沃 兰 斯 被 禁 止 参 加 一 切 锦 标 赛
menu_id_498|沃 兰 斯 曾 在 一 场 大 型 锦 标 赛 中 作 弊，还 把 巴 托 尼 亚 的 骑 士 准 则 与 礼 法 当 成 笑 话，因 此 深 受 巴 托 尼 亚 人 憎 恨。
mno_id_2058|沃 兰 斯 在 你 军 中 的 消 息 已 传 遍 巴 托 尼 亚，你 与 巴 托 尼 亚 的 关 系 因 此 受 损。
menu_id_499|贝 奥 尔·熊 击 是 乌 尔 斯 峡 湾 人 的 酋 长，也 是 混 沌 无 分 的 冠 军。他 的 族 人—— 于 斯 罗 熊 人—— 是 世 间 最 凶 悍 的 雇 佣 战 士 之 一。如 今 一 群 熊 人 决 定 投 奔 酋 长，为 你 而 战。
mno_id_2059|免 费 获 得 5名 于 斯 罗 熊 人。
menu_id_500|贝 奥 尔·熊 击 是 名 震 天 下 的 混 沌 冠 军，所 有 南 方 人 都 畏 惧 他 的 名 字。他 在 你 军 中 现 身，既 为 你 带 来 声 望，也 带 来 恶 名。
mno_id_2060|获 得 声 望 与 恶 名
menu_id_501|贝 奥 尔·熊 击 是 混 沌 无 分 的 冠 军，也 是 军 阀 阿 尔 乔 恩 深 受 信 赖 的 盟 友。你 竟 能 令 他 投 身 麾 下，这 让 那 位 混 沌 统 治 者 颇 为 赞 赏。
mno_id_2061|与 军 阀 阿 尔 乔 恩 的 关 系 提 升。
menu_id_502|贝 奥 尔·熊 击 时 常 陷 入 嗜 血 狂 怒。一 次 狂 暴 发 作 中，他 袭 击 了 你 队 伍 里 所 有 来 自 善 良 阵 营 王 国 的 士 兵。
mno_id_2062|你 走 出 帐 篷，望 向 狂 怒 过 后 留 下 的 惨 状
menu_id_503|艾 凯 迪 派 出 一 队 黑 暗 精 灵 海 盗，强 行 接 管 了 几 艘 在 黑 暗 精 灵 水 域 航 行 的 海 盗 船，并 将 其 中 一 艘 赠 给 你。
mno_id_2063|可 在 任 意 港 口 领 取 这 艘 船。
menu_id_504|舰 队 重 建 期 间，艾 凯 迪 虽 获 准 休 假，他 麾 下 的 海 盗 却 从 未 停 止 操 练。如 今 有 几 人 决 定 加 入 你 的 队 伍，与 他 们 的 指 挥 官 并 肩 作 战。
mno_id_2064|免 费 获 得 5名 黑 方 舟 海 盗。
menu_id_505|艾 凯 迪 抱 怨 自 己 的 盔 甲 有 失 身 份 已 经 很 久 了。攒 够 军 饷 后，他 终 于 亲 自 解 决 了 这 件 事。
mno_id_2065|艾 凯 迪 买 下 了 一 套 新 盔 甲。
menu_id_506|黑 暗 精 灵 重 建 海 军 的 工 程 进 展 神 速，如 今 正 在 召 回 数 名 最 优 秀 的 舰 长，主 持 最 后 阶 段 的 筹 备。
mno_id_2066|艾 凯 迪 被 舰 队 召 回，只 得 遗 憾 地 离 开 你 的 队 伍。他 祝 你 此 后 一 切 顺 利。
menu_id_507|臭 虫 调 制 出 了 旧 世 界 前 所 未 见 的 猛 烈 药 剂，里 面 塞 满 蘑 菇、毒 草 和 各 种 天 然 致 幻 物。整 座 营 地 都 能 闻 到 那 股 气 味。士 兵 们 拼 命 阻 止 他 喝 下 去，却 根 本 拉 不 住 他。
mno_id_2067|臭 虫 一 口 喝 光 整 瓶 药 水，随 即 倒 在 地 上 剧 烈 抽 搐。你 与 士 兵 们 只 能 围 在 一 旁，等 待 结 果……
menu_id_508|臭 虫 瘫 在 地 上 两 三 分 钟 后，突 然 一 跃 而 起，朝 远 方 狂 奔 而 去。稍 后，他 带 着 几 头 牛 和 一 颗 牛 头 怪 的 脑 袋 回 来，看 上 去 明 显 比 从 前 更 加 自 信。
mno_id_2068|臭 虫 的 身 体 属 性 获 得 巨 幅 提 升，并 掌 握 高 级 无 视 痛 苦 与 强 力 一 击
menu_id_509|众 人 沉 默 地 盯 着 臭 虫，等 他 有 所 反 应。几 分 钟 过 去，大 家 互 相 看 了 几 眼，终 于 明 白—— 他 再 也 站 不 起 来 了。
mno_id_2069|臭 虫 死 了。
menu_id_510|花 了 不 少 时 间，臭 虫 终 于 调 出 一 种 不 只 是 拿 来 把 自 己 灌 倒 的 药 汁：他 学 会 了 为 武 器 制 作 剧 毒 黏 液。
mno_id_2070|臭 虫 的 攻 击 获 得 毒 性。
menu_id_511|臭 虫 为 了 满 足 自 己 的 瘾 头，向 军 中 不 少 人 借 了 金 币；可 每 到 还 债 时，他 总 是 两 手 空 空。营 中 众 人 的 耐 心 已 经 快 要 耗 尽。
mno_id_2071|你 在 小 路 旁 的 沟 里 发 现 了 昏 迷 不 醒 的 臭 虫。
menu_id_512|臭 虫 又 把 蘑 菇 酿 成 的 怪 酒 分 给 众 人。这 一 次，一 种 格 外 容 易 令 人 上 瘾 的 酒 浆 让 全 军 吃 尽 了 苦 头。
mno_id_2072|全 军 必 须 停 下 来，等 众 人 从 宿 醉 中 恢 复。
menu_id_513|阿 里 斯 蒂 德 爵 士 不 仅 忠 于 你，也 虔 诚 侍 奉 湖 中 女 神。为 嘉 奖 他 的 勇 武 与 纯 洁 之 心，女 神 赐 予 了 他 新 的 祝 福。
mno_id_2073|阿 里 斯 蒂 德 爵 士 获 得 5+守 护 豁 免
menu_id_514|伟 大 的 阿 里 斯 蒂 德 爵 士 在 你 队 伍 中 的 消 息 传 到 了 莱 昂 库 尔 国 王 的 宫 廷，国 王 对 此 颇 为 赞 赏。
mno_id_2074|与 巴 托 尼 亚 的 关 系 提 升
menu_id_515|你 收 到 消 息：阿 里 斯 蒂 德 爵 士 的 叔 父 死 于 痘 疫，家 族 宝 剑 因 而 由 他 继 承。
menu_id_516|阿 里 斯 蒂 德 爵 士 那 副 虔 诚 得 近 乎 自 命 圣 洁 的 作 派，已 经 让 部 分 士 兵 忍 无 可 忍。他 们 不 敢 当 面 顶 撞，最 后 只 得 选 择 离 队。
mno_id_2076|一 部 分 邪 恶 阵 营 的 士 兵 离 开 队 伍
menu_id_517|梅 菲 林 的 马 厩 培 育 出 了 一 批 难 得 一 见 的 良 驹。他 把 其 中 一 匹 珍 品 送 给 了 你。
mno_id_2077|.
menu_id_518|梅 菲 林 的 马 厩 生 意 蒸 蒸 日 上。为 庆 祝 这 份 成 功，他 购 置 了 一 套 新 盔 甲，又 以 丰 盛 酒 食 款 待 全 军，士 气 随 之 高 涨。
mno_id_2078|妙 极 了。
menu_id_519|梅 菲 林 低 估 了 在 你 军 中 服 役 时 战 斗 的 频 繁 与 惨 烈。为 了 改 善 自 己 的 表 现，他 开 始 进 行 更 严 苛 的 训 练。
mno_id_2079|梅 菲 林 的 骑 射 +2
menu_id_520|一 只 不 知 从 何 处 蹦 出 来 的 巨 大 野 生 史 奎 格 惊 了 梅 菲 林 的 坐 骑。马 把 他 重 重 甩 下，摔 断 了 他 的 腿。
mno_id_2080|梅 菲 林 永 久 失 去 2点 跑 动
menu_id_521|阿 卜 杜 勒·哈 利 克 深 谙 政 治 与 外 交，笔 下 文 字 更 是 极 具 说 服 力。他 写 出 一 批 书 信 寄 往 各 地，为 你 美 言 扬 名。
mno_id_2081|与 多 个 派 系 的 关 系 提 升
menu_id_522|阿 卜 杜 勒·哈 利 克 精 通 政 治 与 外 交，也 懂 得 如 何 措 辞 才 能 令 对 方 更 愿 意 接 受。他 向 你 传 授 了 几 种 雄 辩 与 游 说 之 术。
mno_id_2082|说 服 +2
menu_id_523|阿 卜 杜 勒·哈 利 克 出 身 富 裕 之 家，家 人 时 常 给 他 寄 来 礼 物 与 补 给。
mno_id_2083|他 从 最 近 收 到 的 物 资 里 挑 出 一 件 送 给 你，以 示 友 谊。
menu_id_524|亡 灵 海 盗 的 出 现 令 阿 卜 杜 勒·哈 利 克 心 神 不 宁。他 既 出 于 信 仰，也 出 于 迷 信，对 亡 灵 怀 有 深 深 的 忌 惮。
mno_id_2084|他 用 一 贯 深 沉 而 富 有 感 染 力 的 口 吻，连 续 数 小 时 诉 说 忧 虑。队 伍 士 气 下 降。
menu_id_525|史 基 佐 一 心 想 达 到 里 克 图 斯 氏 族 对 族 鼠 的 要 求，只 要 有 机 会 便 会 给 自 己 加 练。
mno_id_2085|史 基 佐 获 得 若 干 可 分 配 的 属 性 点
menu_id_526|史 基 佐 极 擅 搜 刮 与 掠 夺，任 何 金 属 反 光 或 形 状 古 怪 的 土 堆 都 会 引 起 他 的 注 意。今 天，他 在 浅 土 下 挖 出 了 一 袋 金 币。
mno_id_2086|他 决 定 把 其 中 一 半 分 给 你。
menu_id_527|史 基 佐 急 于 在 高 压 环 境 下 证 明 自 己 的 战 斗 本 领。他 请 求 你 下 次 探 索 地 牢 时 带 上 他。
mno_id_2087|获 得 新 任 务。任 务 失 败 不 会 造 成 任 何 负 面 后 果
menu_id_528|最 近 盛 传 史 基 佐 是 个 糟 糕 透 顶 的 竞 技 场 斗 士，这 让 他 的 自 信 遭 受 重 创，骄 傲 与 自 尊 也 大 为 受 损。
mno_id_2088|史 基 佐 害 怕 传 闻 得 到 证 实，从 此 不 再 参 加 锦 标 赛
menu_id_529|斯 卡 洛 克 的 传 奇 长 弓 失 踪 已 久，他 每 周 总 要 为 此 阴 郁 许 久。不 过，一 队 精 灵 斥 候 刚 刚 找 回 了 他 的 箭 袋，并 火 速 送 到 营 中。
mno_id_2089|斯 卡 洛 克 获 得 死 亡 箭 矢。
menu_id_530|斯 卡 洛 克 虽 在 你 麾 下 效 力，却 依 旧 是 阿 瑟 尔·洛 伦 的 冠 军，也 仍 肩 负 着 森 林 的 职 责。训 练 新 一 代 森 林 守 卫 便 是 其 中 之 一；如 今 几 名 新 兵 随 他 加 入 了 你 的 队 伍。
mno_id_2090|免 费 获 得 5名 森 林 斥 候。
menu_id_531|外 来 者 极 少 能 赢 得 木 精 灵 的 青 睐，但 只 要 斯 卡 洛 克 认 可 你，他 的 一 句 话 便 足 以 让 你 成 为 例 外。
mno_id_2091|斯 卡 洛 克 的 举 荐 提 升 了 你 与 阿 瑟 尔·洛 伦 的 关 系
menu_id_532|阿 瑟 尔·洛 伦 的 使 者 前 来 传 令，称 斯 卡 洛 克 必 须 返 回，参 加 一 场 可 能 旷 日 持 久 的 重 要 战 役。他 们 知 道 斯 卡 洛 克 与 你 有 契 约，却 坚 持 认 为 他 对 议 会 的 职 责 高 于 对 你 的 义 务。反 复 交 涉 后，他 们 同 意：只 要 支 付 5000枚 金 币，雇 佣 另 一 位 顶 尖 游 侠 代 替 他，他 便 可 以 留 下。
mno_id_2092|支 付 5000金 币，让 斯 卡 洛 克 继 续 留 在 你 麾 下
mno_id_2093|拒 绝 付 费，准 许 斯 卡 洛 克 离 开。
mno_id_2094|你 无 力 支 付 费 用，只 能 解 除 斯 卡 洛 克 的 契 约。
menu_id_533|埃 莉 诺 是 世 间 经 验 最 丰 富 的 地 牢 探 险 家 之 一。今 天 她 把 你 拉 到 一 旁，表 示 只 要 你 带 她 一 同 深 入 地 牢，她 便 愿 意 传 授 自 己 的 秘 密。
mno_id_2095|今 后，只 要 埃 莉 诺 作 为 地 牢 同 伴 同 行 且 仍 保 持 清 醒，每 只 宝 箱 都 会 多 出 两 件 宝 物。
menu_id_534|埃 莉 诺 并 未 躺 在 旧 日 功 绩 上 吃 老 本。近 几 周 来，她 一 直 在 强 化 近 身 战 斗 与 敏 捷 训 练。
mno_id_2096|埃 莉 诺 获 得 闪 避。
menu_id_535|卢 瑟·哈 肯 亵 渎 她 族 人 的 安 宁，并 将 他 们 从 死 亡 中 唤 回，因 此 埃 莉 诺 对 他 怀 有 刻 骨 仇 恨。她 发 誓，面 对 哈 肯 及 其 邪 恶 大 军 时 绝 不 退 却。
mno_id_2097|埃 莉 诺 获 得 永 不 溃 败。
menu_id_536|在 斯 卡 文 入 侵 中 幸 存 的 海 盗 分 散 成 小 股 部 队，奉 包 括 埃 莉 诺 在 内 的 海 盗 高 层 之 命，不 断 袭 扰 斯 卡 文。埃 莉 诺 的 突 击 队 给 斯 卡 文 的 行 动 造 成 了 巨 大 破 坏，而 且 她 总 会 留 下 标 记，让 敌 人 清 楚 是 谁 所 为。艾 辛 氏 族 已 悬 赏 她 的 首 级，而 你 也 被 视 为 可 能 的 共 谋。{reg33?:}{reg33?:}{reg33?:}
mno_id_2098|与 斯 卡 文 鼠 人 的 关 系 下 降
menu_id_537|体 操 与 敏 捷 训 练 是 亚 马 逊 女 子 的 日 常 功 课。那 克 瓦 查 一 向 脚 步 轻 灵，如 今 已 将 闪 避 技 巧 磨 炼 至 炉 火 纯 青。
mno_id_2099|那 克 瓦 查 获 得 闪 避。
menu_id_538|那 克 瓦 查 的 姐 妹 会 得 知 她 安 然 无 恙，也 感 激 你 当 初 收 留 了 她。为 了 让 她 更 安 全，她 们 送 来 一 头 新 坐 骑 作 为 礼 物。
mno_id_2100|亚 马 逊 斥 候 队 送 来 一 头 角 蜥，并 教 会 那 克 瓦 查 如 何 骑 乘。
menu_id_539|那 克 瓦 查 迷 恋 年 轻 的 巴 托 尼 亚 冒 险 者 弗 罗 林·达 尔 托 已 不 是 什 么 秘 密。人 们 常 见 她 给 他 写 信，也 常 听 见 她 独 自 念 叨 他 的 名 字。
